,Time,y
183,2020-07-23,68.428
184,2020-07-24,73.301
185,2020-07-25,64.899
186,2020-07-26,54.847
187,2020-07-27,56.738
188,2020-07-28,66.449
189,2020-07-29,71.813
190,2020-07-30,67.418
191,2020-07-31,68.697
192,2020-08-01,56.174
193,2020-08-02,45.547
194,2020-08-03,45.521
195,2020-08-04,58.772
196,2020-08-05,54.448
197,2020-08-06,59.334
198,2020-08-07,59.269
199,2020-08-08,54.111
200,2020-08-09,45.748
201,2020-08-10,47.62
202,2020-08-11,47.955
203,2020-08-12,55.983
204,2020-08-13,51.277
205,2020-08-14,65.322
206,2020-08-15,46.902
207,2020-08-16,39.189
208,2020-08-17,36.654
209,2020-08-18,44.998
210,2020-08-19,47.347
211,2020-08-20,43.788
212,2020-08-21,48.706
213,2020-08-22,43.045
214,2020-08-23,34.261
215,2020-08-24,36.6
216,2020-08-25,40.116
217,2020-08-26,45.29
218,2020-08-27,45.185
219,2020-08-28,46.953
220,2020-08-29,42.676
221,2020-08-30,34.396
222,2020-08-31,35.475
223,2020-09-01,41.667
224,2020-09-02,40.94
225,2020-09-03,44.085
226,2020-09-04,50.415
227,2020-09-05,42.982
228,2020-09-06,31.299
229,2020-09-07,23.468
230,2020-09-08,27.435
231,2020-09-09,33.754
232,2020-09-10,36.12
233,2020-09-11,47.649
234,2020-09-12,41.077
235,2020-09-13,34.266
236,2020-09-14,34.377
237,2020-09-15,39.427
238,2020-09-16,38.835
239,2020-09-17,45.19
240,2020-09-18,49.146
241,2020-09-19,42.122
242,2020-09-20,38.3
243,2020-09-21,51.914
244,2020-09-22,39.662
245,2020-09-23,39.008
246,2020-09-24,47.029
247,2020-09-25,48.184
248,2020-09-26,44.618
249,2020-09-27,37.516
250,2020-09-28,33.203
251,2020-09-29,43.217
252,2020-09-30,39.334
253,2020-10-01,45.586
254,2020-10-02,54.82
255,2020-10-03,48.559
256,2020-10-04,35.742
257,2020-10-05,39.423
258,2020-10-06,45.047
259,2020-10-07,50.94
260,2020-10-08,58.502
261,2020-10-09,56.265
262,2020-10-10,54.906
263,2020-10-11,45.878
264,2020-10-12,41.862
265,2020-10-13,52.107
266,2020-10-14,59.62
267,2020-10-15,64.775
268,2020-10-16,69.043
269,2020-10-17,56.656
270,2020-10-18,49.307
271,2020-10-19,67.715
272,2020-10-20,61.823
273,2020-10-21,63.173
274,2020-10-22,76.211
275,2020-10-23,81.722
276,2020-10-24,82.704
277,2020-10-25,62.02
278,2020-10-26,67.315
279,2020-10-27,76.583
280,2020-10-28,79.19
281,2020-10-29,90.799
282,2020-10-30,98.978
283,2020-10-31,89.668
284,2020-11-01,104.793
285,2020-11-02,85.109
286,2020-11-03,126.92
287,2020-11-04,104.385
288,2020-11-05,129.098
289,2020-11-06,127.75
290,2020-11-07,127.208
291,2020-11-08,115.081
292,2020-11-09,120.46
293,2020-11-10,140.231
294,2020-11-11,146.378
295,2020-11-12,164.386
296,2020-11-13,180.186
297,2020-11-14,167.542
298,2020-11-15,136.15
299,2020-11-16,162.503
300,2020-11-17,163.437
301,2020-11-18,172.867
302,2020-11-19,191.153
303,2020-11-20,197.956
304,2020-11-21,179.123
305,2020-11-22,146.65
306,2020-11-23,173.982
307,2020-11-24,175.043
308,2020-11-25,182.685
309,2020-11-26,111.612
310,2020-11-27,208.007
311,2020-11-28,155.435
312,2020-11-29,140.047
313,2020-11-30,160.233
314,2020-12-01,187.512
315,2020-12-02,201.872
316,2020-12-03,222.282
317,2020-12-04,232.036
318,2020-12-05,214.741
319,2020-12-06,180.794
320,2020-12-07,194.591
321,2020-12-08,223.867
322,2020-12-09,221.66
323,2020-12-10,230.629
324,2020-12-11,238.672
325,2020-12-12,216.413
326,2020-12-13,187.429
327,2020-12-14,193.151
328,2020-12-15,209.189
329,2020-12-16,245.74
330,2020-12-17,239.077
331,2020-12-18,251.033
332,2020-12-19,191.615
333,2020-12-20,187.549
334,2020-12-21,198.608
335,2020-12-22,197.24
336,2020-12-23,228.761
337,2020-12-24,193.161
338,2020-12-25,96.729
339,2020-12-26,226.844
340,2020-12-27,155.688
341,2020-12-28,174.173
342,2020-12-29,198.88
343,2020-12-30,232.016
344,2020-12-31,233.916
345,2021-01-01,152.344
346,2021-01-02,300.282
347,2021-01-03,208.556
348,2021-01-04,183.79
349,2021-01-05,233.526
350,2021-01-06,253.917
351,2021-01-07,276.738
352,2021-01-08,292.044
353,2021-01-09,261.974
354,2021-01-10,213.281
355,2021-01-11,213.963
356,2021-01-12,226.238
357,2021-01-13,229.871
358,2021-01-14,234.975
359,2021-01-15,240.707
360,2021-01-16,200.764
361,2021-01-17,177.404
362,2021-01-18,142.605
363,2021-01-19,176.984
364,2021-01-20,182.579
365,2021-01-21,193.055
366,2021-01-22,190.032
367,2021-01-23,170.138
368,2021-01-24,131.075
369,2021-01-25,151.095
370,2021-01-26,146.597
371,2021-01-27,152.478
372,2021-01-28,168.62
